transaction_id,cashier_id,timestamp,item_count,total_amount,void_count,no_sale_count,weight_variance,is_fraud
T026377,C035,2026-01-27 13:54:23.721946,37,493.23,0,0,-0.75,0
T026378,C029,2026-01-27 13:54:38.721946,35,349.08,0,0,3.32,0
T026379,C021,2026-01-27 13:55:12.721946,20,195.16,2,0,2.02,0
T026380,C007,2026-01-27 13:55:21.721946,17,377.01,0,0,7.76,0
T026381,C012,2026-01-27 13:55:59.721946,45,341.22,2,0,-4.79,0
T026382,C036,2026-01-27 13:57:17.721946,13,274.77,1,0,5.97,0
T026383,C024,2026-01-27 13:57:24.721946,4,70.26,2,0,-3.98,0
T026384,C032,2026-01-27 13:57:39.721946,50,473.57,0,0,3.99,0
T026385,C027,2026-01-27 13:59:03.721946,30,120.22,0,0,1.22,0
T026386,C032,2026-01-27 13:59:38.721946,6,199.66,1,0,-2.4,0
T026387,C032,2026-01-27 13:59:57.721946,2,174.5,2,0,-3.37,0
T026388,C032,2026-01-27 14:03:23.721946,15,81.11,0,0,9.13,0
T026389,C026,2026-01-27 14:03:51.721946,34,17.13,0,0,9.92,0
T026390,C011,2026-01-27 14:04:33.721946,20,465.25,1,0,-5.0,0
T026391,C046,2026-01-27 14:05:02.721946,16,371.04,2,0,-1.4,0
T026392,C018,2026-01-27 14:05:07.721946,43,15.25,0,0,9.51,0
T026393,C039,2026-01-27 14:05:17.721946,49,345.44,1,0,-4.8,0
T026394,C005,2026-01-27 14:07:23.721946,29,69.2,2,0,-0.76,0
T026395,C016,2026-01-27 14:09:26.721946,27,363.38,2,0,2.36,0
T026396,C011,2026-01-27 14:10:44.721946,1,255.06,0,0,6.12,0
T026397,C035,2026-01-27 14:12:31.721946,13,489.04,2,0,2.14,0
T026398,C048,2026-01-27 14:12:47.721946,40,219.02,2,0,-10.4,0
T026399,C011,2026-01-27 14:13:23.721946,32,375.73,0,0,-1.08,0
T026400,C042,2026-01-27 14:13:52.721946,3,25.45,2,0,1.48,0
T026401,C023,2026-01-27 14:14:24.721946,14,468.1,1,0,-3.05,0
T026402,C034,2026-01-27 14:15:10.721946,28,283.42,0,0,3.07,0
T026403,C048,2026-01-27 14:15:11.721946,46,160.54,2,0,6.0,0
T026404,C017,2026-01-27 14:15:11.721946,26,67.81,0,0,0.73,0
T026405,C010,2026-01-27 14:18:34.721946,21,322.21,0,0,-0.82,0
T026406,C018,2026-01-27 14:19:31.721946,46,374.42,2,0,-6.37,0
T026407,C044,2026-01-27 14:19:37.721946,11,47.24,2,0,3.48,0
T026408,C008,2026-01-27 14:20:22.721946,27,86.51,1,0,-6.25,0
T026409,C026,2026-01-27 14:20:48.721946,44,195.79,0,0,15.01,0
T026410,C003,2026-01-27 14:21:13.721946,1,426.62,1,0,-8.14,0
T026411,C024,2026-01-27 14:21:17.721946,33,491.55,1,0,5.43,0
T026412,C003,2026-01-27 14:22:00.721946,46,373.79,2,0,-5.33,0
T026413,C038,2026-01-27 14:22:18.721946,18,7.76,0,0,-3.21,0
T026414,C002,2026-01-27 14:22:18.721946,2,452.21,2,0,-0.0,0
T026415,C035,2026-01-27 14:25:41.721946,4,18.14,0,0,-0.26,0
T026416,C017,2026-01-27 14:26:01.721946,50,449.08,0,0,0.36,0
T026417,C009,2026-01-27 14:26:25.721946,4,208.11,0,0,2.07,0
T026418,C036,2026-01-27 14:26:48.721946,17,372.2,1,0,1.63,0
T026419,C022,2026-01-27 14:27:31.721946,48,48.1,1,0,3.59,0
T026420,C031,2026-01-27 14:28:23.721946,16,86.64,0,0,-1.06,0
T026421,C034,2026-01-27 14:29:04.721946,9,228.13,2,0,2.88,0
T026422,C024,2026-01-27 14:29:35.721946,26,24.06,0,0,3.41,0
T026423,C009,2026-01-27 14:29:59.721946,10,197.93,2,0,-1.6,0
T026424,C046,2026-01-27 14:31:07.721946,7,377.22,1,0,7.29,0
T026425,C043,2026-01-27 14:31:36.721946,9,329.08,0,0,-4.69,0
T026426,C002,2026-01-27 14:32:48.721946,48,179.13,0,0,-10.69,0
T026427,C021,2026-01-27 14:34:20.721946,27,9.38,1,0,-4.83,0
T026428,C034,2026-01-27 14:34:53.721946,32,138.49,1,0,4.08,0
T026429,C027,2026-01-27 14:35:11.721946,49,389.23,0,0,-15.11,0
T026430,C037,2026-01-27 14:37:09.721946,23,173.56,0,0,5.91,0
T026431,C007,2026-01-27 14:37:10.721946,27,191.86,0,0,11.42,0
T026432,C022,2026-01-27 14:38:47.721946,25,41.73,1,0,-3.63,0
T026433,C004,2026-01-27 14:43:01.721946,29,302.84,0,0,3.24,0
T026434,C014,2026-01-27 14:43:08.721946,24,312.84,1,0,12.61,0
T026435,C034,2026-01-27 14:43:36.721946,16,218.27,1,0,1.92,0
T026436,C023,2026-01-27 14:44:47.721946,16,381.48,1,0,3.56,0
T026437,C044,2026-01-27 14:44:57.721946,28,439.05,2,0,9.43,0
T026438,C042,2026-01-27 14:45:16.721946,20,376.52,0,0,1.53,0
T026439,C025,2026-01-27 14:45:16.721946,19,274.43,2,1,-1.63,0
T026440,C001,2026-01-27 14:46:19.721946,10,468.17,1,0,4.58,0
T026441,C048,2026-01-27 14:47:28.721946,26,194.19,1,0,6.78,0
T026442,C015,2026-01-27 14:48:20.721946,2,329.09,2,0,-4.43,0
T026443,C032,2026-01-27 14:48:50.721946,3,289.74,1,0,-4.01,0
T026444,C014,2026-01-27 14:49:12.721946,39,421.58,1,0,8.13,0
T026445,C041,2026-01-27 14:49:52.721946,2,252.3,1,0,-1.58,0
T026446,C021,2026-01-27 14:50:16.721946,25,278.98,1,0,-7.17,0
T026447,C047,2026-01-27 14:51:22.721946,45,229.64,1,0,2.33,0
T026448,C007,2026-01-27 14:54:36.721946,4,74.56,2,0,-8.1,0
T026449,C036,2026-01-27 14:54:49.721946,15,443.78,0,0,-11.71,0
T026450,C021,2026-01-27 14:55:02.721946,18,431.6,0,0,-1.99,0
T026451,C050,2026-01-27 14:57:13.721946,7,352.72,2,0,-0.69,0
T026452,C040,2026-01-27 15:00:23.721946,27,177.16,2,0,2.39,0
T026453,C012,2026-01-27 15:00:49.721946,18,180.77,1,0,6.03,0
T026454,C015,2026-01-27 15:00:55.721946,7,22.82,1,0,-1.74,0
T026455,C015,2026-01-27 15:01:52.721946,29,43.44,0,0,1.47,0
T026456,C017,2026-01-27 15:04:55.721946,41,259.33,2,0,0.81,0
T026457,C034,2026-01-27 15:05:07.721946,44,29.66,2,0,2.79,0
T026458,C044,2026-01-27 15:06:11.721946,33,54.11,0,0,0.09,0
T026459,C035,2026-01-27 15:08:17.721946,2,129.35,2,0,0.78,0
T026460,C039,2026-01-27 15:08:41.721946,18,189.98,0,0,2.12,0
T026461,C038,2026-01-27 15:09:56.721946,46,247.23,0,0,0.39,0
T026462,C014,2026-01-27 15:10:02.721946,23,165.64,2,0,-4.81,0
T026463,C005,2026-01-27 15:10:03.721946,6,470.64,1,0,0.55,0
T026464,C030,2026-01-27 15:12:08.721946,43,475.69,1,0,2.57,0
T026465,C004,2026-01-27 15:13:19.721946,25,32.74,0,0,-9.62,0
T026466,C015,2026-01-27 15:14:03.721946,19,492.78,1,0,6.69,0
T026467,C039,2026-01-27 15:14:51.721946,8,90.59,1,0,4.92,0
T026468,C035,2026-01-27 15:15:18.721946,37,169.03,2,0,3.94,0
T026469,C045,2026-01-27 15:15:50.721946,26,11.73,2,0,701.81,1
T026470,C010,2026-01-27 15:15:55.721946,29,345.42,1,0,-1.96,0
T026471,C002,2026-01-27 15:16:06.721946,28,33.83,2,0,-0.1,0
T026472,C044,2026-01-27 15:16:15.721946,7,388.43,0,0,0.82,0
T026473,C024,2026-01-27 15:16:24.721946,36,333.31,2,0,-7.84,0
T026474,C028,2026-01-27 15:17:47.721946,15,475.5,0,0,-2.29,0
T026475,C022,2026-01-27 15:18:12.721946,33,455.45,1,0,-5.23,0
T026476,C044,2026-01-27 15:19:18.721946,5,487.74,1,0,-4.91,0
T026477,C032,2026-01-27 15:19:19.721946,29,230.17,2,0,-2.11,0
T026478,C031,2026-01-27 15:20:00.721946,17,354.72,2,0,1.63,0
T026479,C019,2026-01-27 15:20:12.721946,45,481.14,2,0,3.32,0
T026480,C021,2026-01-27 15:20:28.721946,27,6.05,0,0,-4.88,0
T026481,C003,2026-01-27 15:21:13.721946,17,395.52,1,0,-1.82,0
T026482,C006,2026-01-27 15:21:25.721946,4,31.71,2,0,2.2,0
T026483,C032,2026-01-27 15:22:15.721946,49,499.46,2,0,-0.97,0
T026484,C002,2026-01-27 15:22:38.721946,12,11.87,2,0,1.73,0
T026485,C024,2026-01-27 15:22:42.721946,23,279.58,0,0,-9.38,0
T026486,C045,2026-01-27 15:22:55.721946,50,262.85,2,0,8.73,0
T026487,C027,2026-01-27 15:24:34.721946,11,155.84,0,0,2.03,0
T026488,C009,2026-01-27 15:24:57.721946,36,367.51,0,0,2.18,0
T026489,C013,2026-01-27 15:27:06.721946,12,132.21,2,0,-0.39,0
T026490,C014,2026-01-27 15:27:51.721946,9,148.94,0,0,4.08,0
T026491,C011,2026-01-27 15:28:24.721946,24,94.28,1,0,-9.16,0
T026492,C014,2026-01-27 15:29:17.721946,18,358.46,0,0,0.44,0
T026493,C016,2026-01-27 15:29:22.721946,27,89.17,1,0,2.81,0
T026494,C010,2026-01-27 15:30:53.721946,9,449.35,1,0,4.87,0
T026495,C020,2026-01-27 15:31:10.721946,33,147.48,0,0,-2.51,0
T026496,C016,2026-01-27 15:32:34.721946,6,261.72,0,0,1.21,0
T026497,C034,2026-01-27 15:33:27.721946,33,240.16,1,0,1.45,0
T026498,C016,2026-01-27 15:33:44.721946,40,352.66,0,0,1.5,0
T026499,C014,2026-01-27 15:34:43.721946,6,120.85,2,0,-1.58,0
T026500,C028,2026-01-27 15:35:32.721946,4,420.13,0,0,0.58,0
T026501,C018,2026-01-27 15:36:23.721946,3,370.26,2,0,2.71,0
T026502,C026,2026-01-27 15:37:30.721946,13,174.59,0,0,3.34,0
T026503,C038,2026-01-27 15:39:02.721946,26,64.54,0,0,0.4,0
T026504,C007,2026-01-27 15:43:13.721946,34,254.86,0,0,-4.64,0
T026505,C045,2026-01-27 15:43:59.721946,13,490.36,1,0,0.77,0
T026506,C034,2026-01-27 15:49:38.721946,47,17.01,1,0,1.01,0
T026507,C047,2026-01-27 15:53:24.721946,8,423.21,0,0,-9.75,0
T026508,C049,2026-01-27 15:55:29.721946,12,351.38,2,0,-0.52,0
T026509,C045,2026-01-27 16:00:08.721946,8,95.67,1,0,-0.57,0
T026510,C007,2026-01-27 16:00:27.721946,19,240.83,2,0,-11.22,0
T026511,C033,2026-01-27 16:01:12.721946,41,315.7,1,0,3.05,0
T026512,C035,2026-01-27 16:02:20.721946,10,349.86,1,0,-2.77,0
T026513,C050,2026-01-27 16:02:38.721946,32,461.08,1,0,-6.49,0
T026514,C039,2026-01-27 16:03:30.721946,21,437.17,1,0,-0.83,0
T026515,C021,2026-01-27 16:05:18.721946,23,167.57,2,0,4.8,0
T026516,C049,2026-01-27 16:05:28.721946,27,15.99,2,0,544.45,1
T026517,C028,2026-01-27 16:05:34.721946,25,56.61,0,0,2.97,0
T026518,C032,2026-01-27 16:06:32.721946,7,484.53,1,0,-7.04,0
T026519,C044,2026-01-27 16:06:37.721946,42,478.13,1,0,-0.92,0
T026520,C016,2026-01-27 16:06:39.721946,35,410.66,0,0,-9.47,0
T026521,C010,2026-01-27 16:07:49.721946,2,490.33,1,0,-2.59,0
T026522,C023,2026-01-27 16:09:15.721946,28,140.71,0,0,2.96,0
T026523,C048,2026-01-27 16:09:37.721946,7,413.65,0,0,1.76,0
T026524,C050,2026-01-27 16:09:45.721946,42,253.6,2,0,-8.23,0
T026525,C015,2026-01-27 16:11:37.721946,40,400.61,1,0,-5.59,0
T026526,C043,2026-01-27 16:13:02.721946,12,307.36,2,0,-7.35,0
T026527,C050,2026-01-27 16:13:41.721946,17,423.86,0,0,-12.76,0
T026528,C006,2026-01-27 16:13:51.721946,22,201.69,0,0,3.31,0
T026529,C033,2026-01-27 16:13:53.721946,9,494.62,2,0,-0.29,0
T026530,C039,2026-01-27 16:16:11.721946,3,113.52,1,0,10.01,0
T026531,C012,2026-01-27 16:16:16.721946,22,337.94,2,0,2.88,0
T026532,C036,2026-01-27 16:16:16.721946,36,402.28,2,0,6.04,0
T026533,C031,2026-01-27 16:16:28.721946,39,294.95,1,0,-2.06,0
T026534,C010,2026-01-27 16:16:34.721946,18,148.7,2,0,3.1,0
T026535,C034,2026-01-27 16:18:07.721946,17,282.84,2,0,2.17,0
T026536,C041,2026-01-27 16:19:20.721946,27,254.83,0,0,-0.59,0
T026537,C010,2026-01-27 16:19:55.721946,35,99.11,0,0,8.01,0
T026538,C011,2026-01-27 16:20:54.721946,32,382.79,2,0,-0.19,0
T026539,C014,2026-01-27 16:22:02.721946,3,137.26,1,0,10.0,0
T026540,C003,2026-01-27 16:22:09.721946,13,416.9,2,0,5.93,0
T026541,C033,2026-01-27 16:22:38.721946,17,111.09,2,0,-1.78,0
T026542,C007,2026-01-27 16:22:38.721946,18,253.65,0,0,1.59,0
T026543,C004,2026-01-27 16:22:41.721946,17,349.13,2,0,-6.1,0
T026544,C039,2026-01-27 16:23:50.721946,48,497.94,1,0,5.94,0
T026545,C048,2026-01-27 16:24:30.721946,16,139.14,1,0,13.39,0
T026546,C010,2026-01-27 16:24:40.721946,22,319.63,0,0,-0.04,0
T026547,C015,2026-01-27 16:25:21.721946,25,17.55,0,0,1195.23,1
T026548,C016,2026-01-27 16:26:26.721946,1,410.72,1,0,-0.54,0
T026549,C038,2026-01-27 16:29:13.721946,27,431.42,1,0,-1.35,0
T026550,C004,2026-01-27 16:29:25.721946,14,444.54,1,0,-3.31,0
T026551,C004,2026-01-27 16:30:20.721946,28,473.04,2,0,-2.89,0
T026552,C036,2026-01-27 16:30:36.721946,47,181.06,2,0,-1.76,0
T026553,C027,2026-01-27 16:31:47.721946,36,334.89,1,0,0.9,0
T026554,C022,2026-01-27 16:32:52.721946,43,161.29,0,0,3.92,0
T026555,C022,2026-01-27 16:34:27.721946,50,402.88,2,0,-3.15,0
T026556,C017,2026-01-27 16:34:55.721946,32,210.72,0,0,-1.49,0
T026557,C045,2026-01-27 16:35:35.721946,29,279.68,2,0,7.7,0
T026558,C034,2026-01-27 16:35:44.721946,17,70.83,1,0,-0.03,0
T026559,C032,2026-01-27 16:37:23.721946,28,425.99,2,0,-7.4,0
T026560,C006,2026-01-27 16:38:02.721946,41,244.06,0,0,2.31,0
T026561,C033,2026-01-27 16:38:18.721946,21,322.04,0,0,2.72,0
T026562,C008,2026-01-27 16:39:16.721946,24,336.29,1,0,-3.81,0
T026563,C050,2026-01-27 16:39:57.721946,46,140.75,2,0,0.79,0
T026564,C036,2026-01-27 16:40:25.721946,35,398.52,1,0,-10.26,0
T026565,C005,2026-01-27 16:42:48.721946,20,417.35,2,0,-3.82,0
T026566,C005,2026-01-27 16:44:29.721946,22,260.3,0,0,-4.88,0
T026567,C047,2026-01-27 16:44:41.721946,4,451.69,2,0,-7.02,0
T026568,C010,2026-01-27 16:44:42.721946,16,84.65,0,0,3.09,0
T026569,C040,2026-01-27 16:47:07.721946,21,210.14,0,0,-0.77,0
T026570,C007,2026-01-27 16:47:08.721946,44,26.94,1,0,0.13,0
T026571,C012,2026-01-27 16:48:09.721946,21,202.29,1,0,-0.48,0
T026572,C030,2026-01-27 16:48:59.721946,40,498.53,1,0,-2.7,0
T026573,C025,2026-01-27 16:49:16.721946,41,234.27,2,0,-2.75,0
T026574,C028,2026-01-27 16:49:37.721946,11,11.02,0,0,1055.04,1
T026575,C043,2026-01-27 16:51:39.721946,37,345.47,1,0,-1.44,0
T026576,C013,2026-01-27 16:52:55.721946,44,29.06,1,0,4.29,0
T026577,C047,2026-01-27 16:53:40.721946,22,180.11,1,0,5.76,0
T026578,C049,2026-01-27 16:53:42.721946,20,268.87,1,0,-7.75,0
T026579,C022,2026-01-27 16:54:54.721946,2,244.61,1,0,2.93,0
T026580,C018,2026-01-27 16:56:10.721946,43,323.03,0,0,2.48,0
T026581,C027,2026-01-27 16:56:59.721946,11,73.77,1,0,7.83,0
T026582,C008,2026-01-27 16:57:03.721946,21,204.29,2,0,1.1,0
T026583,C006,2026-01-27 16:58:06.721946,33,318.63,2,0,0.04,0
T026584,C011,2026-01-27 16:58:20.721946,49,154.32,1,0,-7.62,0
T026585,C029,2026-01-27 16:59:59.721946,17,308.38,0,0,2.33,0
T026586,C041,2026-01-27 17:03:10.721946,36,479.36,1,0,-11.38,0
T026587,C005,2026-01-27 17:03:22.721946,14,465.54,0,0,-3.74,0
T026588,C007,2026-01-27 17:04:45.721946,37,364.13,2,0,0.86,0
T026589,C022,2026-01-27 17:06:26.721946,31,92.93,0,0,-1.48,0
T026590,C047,2026-01-27 17:07:10.721946,4,393.2,2,0,-4.78,0
T026591,C004,2026-01-27 17:07:44.721946,6,226.12,2,0,6.82,0
T026592,C032,2026-01-27 17:08:30.721946,50,476.11,0,0,-5.17,0
T026593,C019,2026-01-27 17:08:36.721946,21,307.65,2,0,2.91,0
T026594,C045,2026-01-27 17:08:44.721946,13,112.72,1,0,0.87,0
T026595,C033,2026-01-27 17:08:55.721946,38,159.65,1,0,3.72,0
T026596,C001,2026-01-27 17:09:45.721946,15,162.93,0,0,4.91,0
T026597,C046,2026-01-27 17:09:48.721946,5,141.76,2,0,-0.67,0
T026598,C041,2026-01-27 17:10:31.721946,38,387.05,2,0,-3.52,0
T026599,C044,2026-01-27 17:12:15.721946,24,171.69,1,0,7.56,0
T026600,C050,2026-01-27 17:12:52.721946,18,101.83,2,0,10.22,0
T026601,C041,2026-01-27 17:13:55.721946,29,300.07,1,0,-0.19,0
T026602,C008,2026-01-27 17:14:03.721946,32,235.07,2,0,-3.58,0
T026603,C032,2026-01-27 17:14:04.721946,7,15.97,2,0,-8.03,0
T026604,C030,2026-01-27 17:14:22.721946,30,143.16,1,0,6.5,0
T026605,C046,2026-01-27 17:14:34.721946,38,23.91,2,0,-8.2,0
T026606,C028,2026-01-27 17:14:55.721946,26,384.69,1,0,4.53,0
T026607,C041,2026-01-27 17:16:11.721946,8,475.76,1,0,-9.49,0
T026608,C032,2026-01-27 17:16:57.721946,25,252.58,0,0,-12.75,0
T026609,C025,2026-01-27 17:17:03.721946,30,281.29,1,0,9.2,0
T026610,C034,2026-01-27 17:17:07.721946,24,423.32,1,0,-0.98,0
T026611,C033,2026-01-27 17:17:57.721946,30,14.39,1,0,-10.96,0
T026612,C013,2026-01-27 17:18:49.721946,5,85.35,0,0,3.7,0
T026613,C025,2026-01-27 17:19:27.721946,4,328.91,0,0,6.31,0
T026614,C042,2026-01-27 17:19:43.721946,42,372.16,0,0,0.88,0
T026615,C040,2026-01-27 17:19:53.721946,9,314.97,2,0,4.66,0
T026616,C039,2026-01-27 17:21:16.721946,33,469.93,1,0,-4.66,0
T026617,C044,2026-01-27 17:25:01.721946,29,199.22,1,0,-0.13,0
T026618,C049,2026-01-27 17:25:49.721946,31,279.77,0,0,-2.15,0
T026619,C044,2026-01-27 17:26:16.721946,44,478.42,2,0,-2.18,0
T026620,C048,2026-01-27 17:26:29.721946,19,450.32,2,0,1.73,0
T026621,C010,2026-01-27 17:26:33.721946,45,20.25,1,0,-0.6,0
T026622,C031,2026-01-27 17:27:11.721946,47,179.31,1,0,4.12,0
T026623,C044,2026-01-27 17:28:33.721946,2,370.8,2,0,1.91,0
T026624,C011,2026-01-27 17:30:14.721946,20,5.43,2,0,0.47,0
T026625,C025,2026-01-27 17:31:05.721946,12,432.18,0,0,-3.28,0
T026626,C046,2026-01-27 17:32:31.721946,50,253.54,1,0,-4.66,0
T026627,C045,2026-01-27 17:32:35.721946,21,47.87,0,0,4.35,0
T026628,C034,2026-01-27 17:33:48.721946,31,224.02,0,0,1.18,0
T026629,C020,2026-01-27 17:34:33.721946,36,248.85,2,0,0.66,0
T026630,C007,2026-01-27 17:35:51.721946,20,186.63,2,0,-7.7,0
T026631,C033,2026-01-27 17:35:52.721946,44,229.88,0,0,-0.06,0
T026632,C035,2026-01-27 17:37:53.721946,20,446.24,0,0,3.95,0
T026633,C029,2026-01-27 17:38:02.721946,45,165.41,1,0,5.57,0
T026634,C012,2026-01-27 17:38:28.721946,36,480.65,2,0,10.3,0
T026635,C005,2026-01-27 17:38:44.721946,46,345.08,1,0,-0.68,0
T026636,C012,2026-01-27 17:38:44.721946,18,448.53,1,0,-2.19,0
T026637,C029,2026-01-27 17:39:18.721946,6,108.44,1,0,9.01,0
T026638,C035,2026-01-27 17:40:17.721946,33,248.46,2,0,0.9,0
T026639,C020,2026-01-27 17:41:28.721946,10,284.88,1,0,9.39,0
T026640,C037,2026-01-27 17:41:33.721946,18,47.22,2,0,-0.86,0
T026641,C001,2026-01-27 17:42:45.721946,34,249.35,0,0,4.32,0
T026642,C016,2026-01-27 17:43:16.721946,15,431.17,1,0,4.03,0
T026643,C030,2026-01-27 17:44:21.721946,3,30.84,1,0,-7.23,0
T026644,C009,2026-01-27 17:45:32.721946,8,322.94,2,0,7.84,0
T026645,C042,2026-01-27 17:45:51.721946,11,494.43,1,0,-2.17,0
T026646,C010,2026-01-27 17:46:50.721946,46,266.08,2,0,2.84,0
T026647,C013,2026-01-27 17:48:33.721946,32,155.17,2,0,4.13,0
T026648,C048,2026-01-27 17:49:00.721946,48,294.55,0,0,-2.78,0
T026649,C020,2026-01-27 17:50:10.721946,42,273.01,1,0,-5.05,0
T026650,C029,2026-01-27 17:51:51.721946,17,57.05,2,0,-7.25,0
T026651,C004,2026-01-27 17:54:06.721946,47,111.07,2,0,0.66,0
T026652,C046,2026-01-27 17:54:09.721946,30,336.35,2,0,2.38,0
T026653,C049,2026-01-27 17:54:13.721946,43,298.32,2,0,7.05,0
T026654,C028,2026-01-27 17:55:45.721946,8,175.44,1,0,-8.91,0
T026655,C037,2026-01-27 17:55:50.721946,40,489.37,2,0,7.54,0
T026656,C013,2026-01-27 17:56:01.721946,7,324.16,2,0,3.06,0
T026657,C003,2026-01-27 17:56:05.721946,20,119.25,0,0,5.3,0
T026658,C037,2026-01-27 17:58:09.721946,12,238.23,1,0,3.81,0
T026659,C048,2026-01-27 17:58:10.721946,21,357.24,0,0,-2.98,0
T026660,C019,2026-01-27 17:58:58.721946,28,337.63,2,0,-4.22,0
T026661,C028,2026-01-27 17:59:02.721946,28,126.93,0,0,-1.98,0
T026662,C019,2026-01-27 17:59:05.721946,16,325.68,2,0,6.86,0
T026663,C017,2026-01-27 17:59:29.721946,48,169.77,0,0,4.89,0
T026664,C018,2026-01-27 17:59:51.721946,10,231.46,1,0,0.57,0
T026665,C018,2026-01-27 18:00:41.721946,22,336.23,0,0,4.13,0
T026666,C023,2026-01-27 18:00:50.721946,7,292.59,1,0,-4.13,0
T026667,C040,2026-01-27 18:01:49.721946,4,357.8,2,0,-2.33,0
T026668,C050,2026-01-27 18:03:29.721946,24,194.01,2,0,4.83,0
T026669,C009,2026-01-27 18:05:43.721946,34,377.24,2,0,12.2,0
T026670,C029,2026-01-27 18:06:01.721946,41,12.76,2,0,-1.01,0
T026671,C042,2026-01-27 18:07:27.721946,47,98.04,2,0,4.38,0
T026672,C029,2026-01-27 18:08:07.721946,14,486.75,2,0,-7.05,0
T026673,C002,2026-01-27 18:08:32.721946,44,47.93,2,0,-5.2,0
T026674,C017,2026-01-27 18:08:53.721946,49,332.64,0,0,-3.31,0
T026675,C045,2026-01-27 18:10:41.721946,17,458.79,1,0,-3.91,0
T026676,C031,2026-01-27 18:11:05.721946,45,430.48,0,0,-3.75,0
T026677,C028,2026-01-27 18:11:09.721946,8,456.81,1,0,5.13,0
T026678,C043,2026-01-27 18:13:03.721946,42,492.03,0,0,-4.91,0
T026679,C048,2026-01-27 18:13:51.721946,13,181.85,2,0,-0.72,0
T026680,C039,2026-01-27 18:14:06.721946,7,168.43,2,0,2.15,0
T026681,C030,2026-01-27 18:14:12.721946,3,64.83,2,0,2.81,0
T026682,C035,2026-01-27 18:14:44.721946,24,104.74,2,0,0.88,0
T026683,C048,2026-01-27 18:15:22.721946,47,328.17,2,0,1.55,0
T026684,C020,2026-01-27 18:15:44.721946,24,168.92,0,0,-2.46,0
T026685,C016,2026-01-27 18:16:36.721946,7,173.87,0,0,-1.73,0
T026686,C034,2026-01-27 18:16:55.721946,30,324.73,1,0,-6.11,0
T026687,C014,2026-01-27 18:18:13.721946,5,56.79,1,0,-2.96,0
T026688,C026,2026-01-27 18:19:12.721946,40,32.69,1,0,8.64,0
T026689,C020,2026-01-27 18:20:07.721946,21,402.41,0,0,2.21,0
T026690,C042,2026-01-27 18:21:14.721946,49,395.97,0,0,-6.39,0
T026691,C024,2026-01-27 18:21:20.721946,8,195.62,2,0,-3.65,0
T026692,C043,2026-01-27 18:21:22.721946,7,298.57,1,0,-1.37,0
T026693,C018,2026-01-27 18:21:51.721946,39,122.85,2,0,-6.78,0
T026694,C043,2026-01-27 18:22:12.721946,2,186.98,0,0,-0.16,0
T026695,C009,2026-01-27 18:22:54.721946,43,23.02,0,0,-3.54,0
T026696,C019,2026-01-27 18:23:11.721946,12,140.44,0,0,1.88,0
T026697,C020,2026-01-27 18:24:33.721946,28,13.11,0,0,0.02,0
T026698,C042,2026-01-27 18:25:20.721946,44,214.92,0,0,3.01,0
T026699,C030,2026-01-27 18:25:21.721946,19,262.26,2,0,-3.82,0
T026700,C026,2026-01-27 18:25:46.721946,28,250.19,0,0,-2.08,0
T026701,C031,2026-01-27 18:26:03.721946,35,173.65,0,0,-9.11,0
T026702,C035,2026-01-27 18:26:33.721946,12,107.44,1,0,2.76,0
T026703,C003,2026-01-27 18:26:45.721946,28,229.9,2,0,4.81,0
T026704,C040,2026-01-27 18:27:56.721946,26,435.61,1,0,-7.62,0
T026705,C029,2026-01-27 18:28:36.721946,38,491.7,1,0,-6.9,0
T026706,C006,2026-01-27 18:28:41.721946,6,159.8,0,0,2.73,0
T026707,C001,2026-01-27 18:29:27.721946,19,487.34,1,0,1.97,0
T026708,C024,2026-01-27 18:31:29.721946,27,220.1,1,0,-4.25,0
T026709,C038,2026-01-27 18:33:05.721946,9,308.57,2,0,-1.93,0
T026710,C034,2026-01-27 18:33:20.721946,41,402.84,0,0,-1.48,0
T026711,C007,2026-01-27 18:34:21.721946,50,182.91,0,0,7.55,0
T026712,C011,2026-01-27 18:34:31.721946,10,108.1,2,0,4.57,0
T026713,C011,2026-01-27 18:34:55.721946,10,140.17,0,0,4.58,0
T026714,C036,2026-01-27 18:35:19.721946,33,420.12,0,0,1.79,0
T026715,C020,2026-01-27 18:35:29.721946,18,467.57,1,0,7.51,0
T026716,C016,2026-01-27 18:35:34.721946,10,68.6,0,0,-5.67,0
T026717,C005,2026-01-27 18:36:16.721946,7,348.78,2,0,5.45,0
T026718,C024,2026-01-27 18:38:00.721946,40,22.28,1,0,0.45,0
T026719,C030,2026-01-27 18:38:04.721946,32,438.1,2,0,-2.6,0
T026720,C030,2026-01-27 18:40:11.721946,43,429.13,2,0,-2.19,0
T026721,C039,2026-01-27 18:40:53.721946,6,388.43,1,0,-4.7,0
T026722,C048,2026-01-27 18:40:58.721946,19,413.07,0,0,5.73,0
T026723,C047,2026-01-27 18:41:08.721946,41,304.15,0,0,2.6,0
T026724,C037,2026-01-27 18:41:13.721946,43,77.92,1,0,-6.67,0
T026725,C033,2026-01-27 18:41:32.721946,34,457.71,1,0,-9.48,0
T026726,C020,2026-01-27 18:41:59.721946,43,74.81,0,0,3.91,0
T026727,C022,2026-01-27 18:42:22.721946,5,116.47,0,0,-0.45,0
T026728,C041,2026-01-27 18:42:27.721946,19,219.14,0,0,-3.95,0
T026729,C021,2026-01-27 18:44:53.721946,49,251.49,2,0,-0.73,0
